COUNTRY,GENDER,ENJMATH,PARENJMATH,WEALTH,TEACHERCLASSMANAG,COGNITIVEACTIV,TEACHSTUDRELAT,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH
United Arab Emirates,Female,Disagree,Disagree,-1.74,-0.1679,0.2384,-0.1113,471.6545,483.3385,470.8755,474.7702,445.9495
United Arab Emirates,Female,Agree,Agree,1.99,-0.9781,-0.0219,-1.6365,493.6984,418.1415,489.0248,464.0988,452.4147
United Arab Emirates,Female,Agree,Disagree,1.99,0.3431,0.537,0.7959,350.6076,294.5241,335.0288,371.6389,317.8922
United Arab Emirates,Female,Strongly agree,Agree,3.09,0.669,0.7405,0.6209,388.8534,358.4748,374.0536,335.1067,360.8117
United Arab Emirates,Female,Strongly agree,Strongly agree,0.67,0.484,0.3408,0.1593,395.3965,398.5122,446.0274,439.017,415.6489
United Arab Emirates,Female,Disagree,Agree,1.99,0.1346,0.537,-0.3303,340.6372,389.7102,406.0679,311.0375,332.8478
United Arab Emirates,Female,Strongly agree,Strongly agree,1.99,0.9208,0.9446,1.0099,399.7585,398.2007,430.916,394.306,427.0213
United Arab Emirates,Female,Agree,Agree,0.11,0.0505,0.1409,-0.4474,465.1893,455.842,471.4208,486.2206,475.3155
United Arab Emirates,Female,Agree,Disagree,-1.29,-0.0983,0.3769,-0.3303,466.2019,493.4647,442.0548,476.3281,485.6753
United Arab Emirates,Female,Agree,Agree,0.37,0.669,1.1192,0.2492,401.5501,408.5605,364.1611,473.9913,373.5083
United Arab Emirates,Female,Disagree,Agree,-0.38,0.0505,0.1731,-0.1113,445.8716,408.4826,408.4826,495.7236,455.9978
United Arab Emirates,Female,Agree,Disagree,-0.14,0.1346,-0.1278,-0.4474,480.8459,443.4569,452.0252,468.3829,509.6666
United Arab Emirates,Female,Agree,Agree,-1.99,0.2299,0.4142,1.0099,408.4826,434.1876,435.7454,413.9352,468.4608
United Arab Emirates,Female,Agree,Disagree,-1.99,0.3431,0.0114,-0.3303,522.8307,543.0830000000001,489.3363,497.9047,538.4094
United Arab Emirates,Female,Agree,Agree,-0.61,-0.0262,-0.2489,0.0111,467.5261,430.1371,429.3582,399.7585,435.5897
United Arab Emirates,Female,Agree,Agree,-0.84,0.3431,0.494,0.2492,506.3951,512.6266,464.3325,500.9425,497.8268
United Arab Emirates,Male,Agree,Strongly agree,1.99,-0.3798,-2.2454,2.8211,410.8973,409.3395,424.9182,407.7816,426.4761
United Arab Emirates,Male,Disagree,Agree,3.07,-0.237,0.1731,-0.5901,395.0849,472.1997,448.0527,417.6741,511.9255
United Arab Emirates,Male,Strongly agree,Strongly agree,1.99,-1.9363,-0.5365,-1.6365,420.9456,397.5775,329.031,360.9674,410.0405
United Arab Emirates,Male,Agree,Agree,1.0,0.0505,0.1731,0.1593,552.7419,579.2257,479.5217,484.1954,499.7741
United Arab Emirates,Male,Agree,Strongly agree,3.09,-0.1679,0.1409,-0.4474,400.5375,360.0327,381.064,424.6845,385.7377
United Arab Emirates,Male,Strongly agree,Strongly agree,3.09,-1.3537,-1.0353,-1.0029,410.1184,400.7711,407.0026,437.3812,417.9078
United Arab Emirates,Male,Disagree,Strongly agree,1.42,0.484,-0.0219,-0.1673,503.8246,520.9612,506.1614,498.37199999999996,487.4669
United Arab Emirates,Male,Disagree,Strongly disagree,3.09,-0.3798,0.4532,-1.6365,407.47,402.7964,429.2803,411.3647,449.5326
United Arab Emirates,Male,Agree,Strongly agree,1.0,-0.0983,0.0766,-0.3303,497.2036,531.4769,506.5509,452.8042,435.6675
United Arab Emirates,Male,Disagree,Disagree,1.42,-0.0262,0.4532,0.3536,451.6358,495.2563,439.9517,493.6984,470.3303
United Arab Emirates,Male,Agree,Agree,1.0,-0.3798,0.2717,1.0099,536.2284,503.51300000000003,519.8707,519.8707,505.0709
United Arab Emirates,Male,Agree,Agree,3.09,0.484,-0.1278,-0.2757,461.3725,473.0566,480.8459,508.8877,496.4247
United Arab Emirates,Male,Disagree,Agree,1.99,1.2559,0.3769,0.7959,524.3885,594.4929,522.8307,523.6096,518.936
United Arab Emirates,Female,Agree,Agree,-1.29,-0.0983,-3.0674,-2.6658,556.5587,550.3272,547.9903,551.885,517.6118
United Arab Emirates,Male,Strongly agree,Disagree,0.37,0.9208,1.2219,1.0099,641.5407,625.1831,630.6356,679.7087,623.6252
United Arab Emirates,Female,Agree,Strongly agree,-0.61,0.484,0.8023,0.2492,531.4769,528.3611,553.2871,589.8972,589.1182
United Arab Emirates,Female,Strongly disagree,Agree,-1.74,-0.3798,-0.623,-0.4474,434.4991,440.7306,475.7828,463.3198,489.8037
United Arab Emirates,Female,Agree,Strongly agree,-0.38,-0.3798,0.1409,0.7959,508.4982,558.3502,529.5295,552.8976,574.7079
United Arab Emirates,Female,Strongly disagree,Disagree,2.97,-0.9781,-1.0353,-1.6365,410.6637,403.6532,476.8733,407.5479,422.3477
United Arab Emirates,Female,Agree,Strongly agree,1.0,-0.237,-0.1278,-0.1113,549.3145,525.9464,482.3259,517.3781,483.8838
United Arab Emirates,Male,Strongly agree,Agree,-0.61,-0.0983,-0.0219,0.0111,464.3325,416.8173,419.93300000000005,400.4596,449.5326
United Arab Emirates,Female,Agree,Agree,-0.38,0.0505,0.4142,2.8211,504.2919,497.2815,525.3233,512.8603,526.1022
United Arab Emirates,Female,Agree,Agree,1.0,0.1346,0.537,-0.1113,541.6031,508.8877,513.5613,533.0347,472.2776
United Arab Emirates,Female,Strongly agree,Agree,0.11,-0.3069,0.1409,-0.0524,557.3376,561.2323,546.4325,542.5378,509.8224
United Arab Emirates,Male,Agree,Strongly agree,0.68,0.484,1.0272,1.8217,426.7098,422.8151,402.5627,415.0257,422.8151
United Arab Emirates,Male,Strongly disagree,Agree,3.09,2.9734,0.6314,1.26,464.4882,445.7937,399.8364,483.1827,389.7102
United Arab Emirates,Male,Strongly disagree,Strongly agree,1.42,-2.8224,-0.8636,-2.6658,484.6627,466.7472,463.6314,513.4834,474.5365
United Arab Emirates,Male,Agree,Agree,1.42,-0.7808,-1.5051,-2.0157,444.3916,451.4021,449.0653,451.4021,417.1288
United Arab Emirates,Male,Agree,Strongly agree,3.09,-0.3798,-0.0561,-0.2757,341.8056,361.279,310.6481,339.4688,293.5115
United Arab Emirates,Male,Strongly agree,Strongly agree,3.09,0.484,0.87,0.1593,251.6825,285.9558,304.6503,291.4083,312.4396
United Arab Emirates,Male,Strongly agree,Strongly agree,3.09,-1.3537,-0.5365,-1.0029,421.6467,371.7947,396.7207,446.5727,388.1524
United Arab Emirates,Male,Agree,Strongly agree,1.99,0.2299,0.2717,0.2492,386.6724,452.8821,397.5775,400.6933,411.5984
United Arab Emirates,Female,Agree,Agree,0.67,-0.7808,-1.5051,-0.8079,348.5044,427.1771,431.8508,374.2094,396.0196
United Arab Emirates,Male,Strongly disagree,Agree,0.37,-0.237,-0.1659,0.6209,525.1675,549.3145,529.8411,522.0517,491.6732
United Arab Emirates,Male,Disagree,Strongly disagree,-0.38,-2.8224,-1.2488,-2.6658,516.0539,533.1905,509.8224,495.8015,502.033
United Arab Emirates,Male,Agree,Agree,-1.29,-0.237,0.4142,-0.1113,426.55400000000003,467.8377,430.4487,469.3955,449.9221
United Arab Emirates,Male,Agree,Strongly agree,0.11,0.9208,0.87,0.3536,511.8476,517.3002,526.6475,507.95300000000003,483.027
United Arab Emirates,Male,Strongly agree,Strongly agree,-0.61,0.669,0.7405,0.6209,586.8593,639.0481,595.4276,582.1857,596.9855
United Arab Emirates,Male,Strongly agree,Strongly agree,-0.61,0.2299,0.87,0.6209,563.4133,537.7084,540.0452,582.8867,541.6031
United Arab Emirates,Male,Agree,Agree,0.67,0.0505,0.3408,0.4759,640.4502,675.5024,644.3449,649.7975,658.3658
United Arab Emirates,Male,Strongly agree,Strongly agree,0.11,0.3431,0.9446,0.6209,565.828,542.4599,580.6278,537.0073,554.1439
United Arab Emirates,Male,Agree,Strongly agree,-0.14,-0.237,0.2055,0.3536,476.1723,397.4996,438.7833,502.6562,491.7511
United Arab Emirates,Male,Disagree,Agree,-0.61,0.9208,1.4681,-0.2757,448.52,434.4991,402.5627,440.7306,451.6358
United Arab Emirates,Female,Strongly agree,Strongly disagree,-1.29,0.484,0.4532,0.1593,529.0622,578.1352,552.4303,495.5678,558.6618
United Arab Emirates,Female,Strongly agree,Strongly agree,-0.14,0.0505,0.6314,0.6209,618.3284,605.0865,622.2231,609.7601,598.855
United Arab Emirates,Female,Disagree,Strongly agree,-1.06,2.1445,1.1192,1.26,438.0823,413.9352,494.9447,471.5766,420.9456
United Arab Emirates,Female,Agree,Disagree,-1.29,0.3431,1.0272,0.3536,484.8185,484.8185,473.1344,429.5139,493.3868
United Arab Emirates,Female,Disagree,Agree,-0.14,0.484,0.3408,0.6209,425.4635,432.4739,482.3259,484.6627,454.2842
United Arab Emirates,Female,Disagree,Agree,0.37,-0.9781,-0.1659,-1.0029,378.18199999999996,350.1402,353.256,381.2977,366.4979
United Arab Emirates,Female,Strongly agree,Agree,0.37,2.1445,3.4603,1.26,555.4681,511.0687,555.4681,512.6266,564.0365
United Arab Emirates,Female,Agree,Disagree,-0.38,0.1346,0.537,0.1593,565.6722,526.7253,533.7358,543.862,503.3572
United Arab Emirates,Female,Strongly disagree,Strongly agree,-0.14,0.484,0.8023,-0.2217,498.37199999999996,510.0561,538.0978,483.5722,483.5722
United Arab Emirates,Female,Agree,Agree,-0.26,0.9208,0.2055,0.3536,398.9796,435.5897,420.0109,388.8534,433.2528
United Arab Emirates,Female,Strongly agree,Agree,1.99,0.669,0.537,0.0809,497.9826,497.2036,484.7406,497.9826,488.6353
United Arab Emirates,Female,Disagree,Agree,-1.29,0.9208,0.87,1.0099,484.5848,480.6901,479.1323,471.3429,474.4586
United Arab Emirates,Female,Agree,Agree,0.11,-0.5455,0.3408,0.3536,330.5889,370.3147,354.7359,350.0623,353.957
United Arab Emirates,Female,Strongly agree,Agree,0.11,0.9208,0.2717,0.6209,448.2863,411.6763,424.9182,434.2655,481.7807
United Arab Emirates,Female,Strongly agree,Agree,1.0,0.669,0.8023,0.7959,453.661,496.5026,485.5974,480.1449,470.7976
United Arab Emirates,Female,Agree,Strongly agree,0.67,0.669,0.494,-0.387,619.4968,614.8232,630.4019,670.1277,617.9389
United Arab Emirates,Female,Disagree,Strongly agree,0.37,-0.237,0.4532,-0.1673,385.2703,417.9857,404.7437,439.017,428.1119
United Arab Emirates,Female,Strongly agree,Strongly agree,0.11,0.3431,0.8023,0.6209,479.2102,451.1684,498.6836,494.7889,521.2728
United Arab Emirates,Female,Agree,Strongly agree,-1.06,-0.0262,0.5827,0.4759,424.0614,476.2502,491.05,474.6923,480.9238
United Arab Emirates,Female,Strongly agree,Strongly agree,-0.38,0.9208,0.6314,0.0111,542.7715,516.2876,576.2658,532.6453,511.61400000000003
United Arab Emirates,Male,Agree,Agree,-0.38,-0.4581,-0.5365,-0.2217,336.0414,346.9466,379.6619,385.8934,363.3043
United Arab Emirates,Female,Strongly agree,Strongly agree,-0.61,-0.9781,-0.8636,2.8211,365.5632,374.9104,402.1732,400.6154,395.9417
United Arab Emirates,Male,Agree,Strongly agree,-0.14,-1.9363,-1.3702,-1.6365,402.1732,347.6476,342.195,381.9209,402.1732
United Arab Emirates,Male,Strongly agree,Agree,-0.14,-0.1679,0.0114,-0.1673,306.5197,280.8148,313.5301,322.8774,300.2882
United Arab Emirates,Male,Strongly agree,Strongly agree,1.99,-0.9781,-0.9442,-0.8079,374.2873,386.7503,375.8451,403.8869,367.2768
United Arab Emirates,Male,Agree,Strongly agree,3.09,-0.9781,-0.5365,-1.0029,329.3426,361.279,359.7211,344.9213,414.2468
United Arab Emirates,Male,Disagree,Disagree,-1.06,0.1346,0.7405,0.3536,408.3268,386.5166,406.769,337.4435,324.2016
United Arab Emirates,Male,Strongly agree,Strongly agree,0.37,-0.9781,-3.0674,-0.8079,278.7116,319.9953,356.6054,302.8587,332.4583
United Arab Emirates,Male,Agree,Agree,0.67,-1.9363,-0.7292,-1.6365,345.2329,363.1485,366.2642,377.9483,392.7481
United Arab Emirates,Male,Disagree,Agree,-0.84,-0.0983,-0.0561,-0.3303,395.7859,347.4918,329.5763,395.7859,354.5023
United Arab Emirates,Male,Strongly agree,Strongly agree,-0.14,0.9208,0.494,1.0099,368.601,369.38,381.064,381.064,419.23199999999997
United Arab Emirates,Male,Agree,Agree,-1.74,-0.3069,-0.0913,-0.1673,306.5976,273.8822,286.3452,273.1033,300.3661
United Arab Emirates,Female,Disagree,Agree,-1.51,-0.7808,-0.1659,-0.8079,472.9787,472.1997,453.5052,455.842,485.4417
United Arab Emirates,Female,Agree,Disagree,-1.74,0.669,0.537,0.4759,497.3594,454.5178,499.6962,470.8755,495.0226
United Arab Emirates,Female,Disagree,Disagree,-1.29,-2.8224,-1.8184,-2.0157,390.4892,388.1524,414.6362,382.6998,382.6998
United Arab Emirates,Female,Agree,Agree,-1.06,-0.0983,0.537,-0.4474,486.2206,469.8629,508.0308,523.6096,477.6523
United Arab Emirates,Female,Strongly agree,Strongly agree,-0.14,0.9208,0.0766,0.6209,416.5836,426.7098,390.0997,432.9413,437.6149
United Arab Emirates,Female,Strongly disagree,Strongly agree,-0.61,0.3431,0.7405,0.1593,469.9408,430.9939,461.3725,423.9835,429.436
United Arab Emirates,Female,Agree,Strongly agree,-1.06,-0.1679,1.1192,0.6209,439.718,375.0662,424.9182,408.5605,401.5501
United Arab Emirates,Female,Strongly agree,Strongly agree,1.42,-0.1679,0.1195,0.1593,378.4156,387.7629,372.1841,398.668,408.7942
United Arab Emirates,Female,Agree,Agree,0.11,0.9208,0.6838,0.3536,451.48,390.7229,471.7324,373.5862,431.2276
United Arab Emirates,Female,Strongly agree,Agree,0.67,0.2299,0.7405,0.7959,472.1218,508.7319,535.2158,491.5953,527.4264
United Arab Emirates,Female,Agree,Agree,1.0,0.0505,0.87,0.0111,401.4722,387.4513,396.7986,363.3043,393.6828
United Arab Emirates,Male,Disagree,Agree,-0.14,0.484,1.2219,0.0111,350.6855,360.0327,364.7063,342.1172,323.4227
United Arab Emirates,Female,Agree,Strongly agree,-1.74,0.9208,0.4532,0.3536,495.1005,479.5217,465.5009,484.1954,532.4895
United Arab Emirates,Female,Agree,Agree,-0.61,-0.4581,0.1409,-0.2217,465.423,452.181,488.7911,404.6658,432.7076
United Arab Emirates,Female,Disagree,Disagree,-0.84,-0.5455,-0.2061,-0.387,307.2208,332.1468,346.1676,386.6724,323.5784
United Arab Emirates,Female,Agree,Agree,0.51,0.3884,0.3058,0.248,333.5488,376.3904,357.6959,379.5062,398.9796
United Arab Emirates,Female,Disagree,Disagree,0.11,-0.3798,-1.8184,-0.5138,421.5688,443.379,435.5897,456.621,444.9369
United Arab Emirates,Female,Agree,Strongly agree,-2.27,-0.3069,-0.1659,-0.387,407.5479,366.2642,399.7585,408.3268,391.9692
United Arab Emirates,Female,Disagree,Strongly disagree,-0.61,0.2299,0.6314,0.0111,341.5719,323.6563,355.5928,329.1089,336.1193
United Arab Emirates,Female,Strongly agree,Strongly agree,-0.14,0.2299,0.7405,0.6209,413.1563,427.1771,420.1667,366.42,439.6401
United Arab Emirates,Female,Agree,Agree,-0.38,0.2299,0.3058,0.1593,448.52,437.6149,381.5314,431.3834,432.9413
United Arab Emirates,Female,Agree,Agree,-1.74,-0.3069,-0.2949,-0.8079,437.1475,425.4635,444.158,387.2955,347.5697
United Arab Emirates,Female,Agree,Agree,-0.38,0.3431,0.3769,0.1593,447.1958,453.4273,412.1436,437.8486,437.0696
United Arab Emirates,Female,Strongly agree,Agree,-1.06,0.484,0.7405,0.3536,429.8255,408.7942,451.6358,454.7515,464.0988
United Arab Emirates,Female,Strongly agree,Agree,-0.38,0.484,0.0442,0.3536,428.735,417.8299,463.7872,445.8716,442.7559
United Arab Emirates,Female,Agree,Agree,0.11,0.9208,0.4532,1.0099,487.3111,480.3007,463.164,451.48,470.1745
United Arab Emirates,Female,Agree,Agree,-0.66,0.484,0.3769,0.4759,423.1267,374.8325,343.675,327.3173,408.3268
United Arab Emirates,Female,Agree,Agree,-1.31,1.6580000000000001,0.4532,0.7959,368.8347,350.9191,377.403,358.7085,382.0766
United Arab Emirates,Female,Agree,Strongly agree,-0.14,-0.3069,-0.4009,-0.1113,329.73199999999997,371.7947,274.4275,320.3848,333.6267
United Arab Emirates,Female,Disagree,Agree,1.42,-0.0983,0.2055,-0.1113,503.3572,511.1466,503.3572,538.4094,520.4938
United Arab Emirates,Female,Strongly disagree,Strongly disagree,0.11,-0.237,0.0766,-0.5901,397.1101,432.1623,424.37300000000005,464.8777,430.6045
United Arab Emirates,Female,Strongly agree,Strongly disagree,-1.99,0.484,0.6314,-0.4474,481.6249,501.8772,462.9304,490.1932,478.5091
United Arab Emirates,Female,Strongly agree,Agree,-0.14,-0.3069,0.0114,-0.1673,420.1667,408.4826,386.6724,400.6933,403.809
United Arab Emirates,Female,Strongly disagree,Agree,-1.74,0.2299,-0.0219,0.1593,382.7777,382.7777,435.7454,364.0832,377.3251
United Arab Emirates,Female,Strongly agree,Strongly agree,-0.38,0.9208,0.7405,0.3536,471.4208,502.5783,447.2737,480.76800000000003,501.0204
United Arab Emirates,Female,Agree,Agree,-2.27,0.2299,0.494,-0.4474,472.6671,442.2885,433.7202,451.6358,491.3616
United Arab Emirates,Female,Strongly agree,Strongly agree,-0.14,-0.0983,0.3408,2.8211,432.7076,395.3186,445.9495,462.3072,383.6345
United Arab Emirates,Male,Strongly agree,Strongly agree,-1.99,-0.3798,-0.8636,-0.4474,339.7024,312.4396,328.0184,282.84,314.7764
United Arab Emirates,Male,Strongly agree,Strongly agree,3.09,0.3431,0.537,0.1593,516.0539,509.8224,524.6222,491.1279,521.5065
United Arab Emirates,Male,Strongly agree,Strongly agree,1.0,-0.9781,-3.0674,-0.8079,390.4113,311.7386,409.8847,337.4435,334.3278
United Arab Emirates,Male,Agree,Agree,3.09,-0.0983,-0.2489,-0.3303,366.3421,376.4683,421.6467,404.51,360.8895
United Arab Emirates,Male,Agree,Agree,1.42,-0.0983,0.3058,0.2492,480.8459,537.7084,534.5926,489.4142,552.5082
United Arab Emirates,Male,Strongly disagree,Strongly agree,1.99,-0.9781,-0.7292,-0.8079,432.9413,462.5409,468.7724,405.6785,426.7098
United Arab Emirates,Male,Agree,Disagree,3.09,0.9208,0.6738,0.4759,397.4217,389.6323,388.8534,423.9056,399.7585
United Arab Emirates,Male,Strongly agree,Agree,0.11,0.0505,0.1088,-0.387,505.1488,453.7389,440.49699999999996,495.8015,462.3072
United Arab Emirates,Male,Agree,Agree,3.09,0.484,2.0051,1.26,516.7549,496.5026,540.1231,550.2493,569.7227
United Arab Emirates,Male,Strongly agree,Strongly agree,3.09,0.484,0.5827,0.6209,508.1866,455.2189,462.2293,501.9551,468.4608
United Arab Emirates,Female,Strongly disagree,Agree,-0.61,0.9208,0.3408,1.0099,486.4543,496.5805,496.5805,544.0957,502.033
United Arab Emirates,Female,Agree,Agree,-0.38,-0.7808,-0.7292,-1.0029,461.9956,447.9748,480.6901,483.8059,460.4378
United Arab Emirates,Female,Disagree,Agree,-0.38,0.9208,0.3769,0.3536,402.0953,377.1693,398.9796,421.5688,391.1902
United Arab Emirates,Female,Strongly agree,Agree,-1.99,0.484,0.87,-0.1673,547.7567,554.7671,546.9777,493.231,522.0517
United Arab Emirates,Female,Agree,Agree,-0.61,0.3431,0.87,0.2492,564.1922,639.7492,593.7919,536.9294,558.7397
United Arab Emirates,Female,Strongly agree,Disagree,-1.06,0.9208,0.494,0.3536,537.7863,526.1022,527.6601,579.8489,559.5965
United Arab Emirates,Female,Agree,Strongly agree,-0.14,-0.237,-0.0913,-0.2757,510.5234,513.6392,506.6288,466.9029,498.8394
United Arab Emirates,Female,Strongly agree,Agree,-0.61,0.2299,0.6838,0.3536,438.7833,417.75199999999995,459.8146,461.3725,413.0784
United Arab Emirates,Female,Disagree,Strongly agree,-1.06,-0.237,0.1731,-0.1113,388.5418,369.8473,390.8786,401.7838,361.279
United Arab Emirates,Female,Disagree,Disagree,1.0,2.9734,0.87,1.8217,567.4638,576.0321,560.4533,552.664,535.5273
United Arab Emirates,Female,Agree,Strongly agree,-0.84,0.3431,0.3769,0.1593,515.5086,561.466,542.7715,552.1187,544.3293
United Arab Emirates,Female,Strongly agree,Strongly agree,1.99,0.3431,0.537,1.0099,433.4086,464.5661,466.9029,434.1876,429.5139
United Arab Emirates,Female,Disagree,Strongly disagree,0.37,-0.237,-0.1278,-0.3303,340.2477,359.7211,322.3321,374.52099999999996,358.9422
United Arab Emirates,Female,Strongly agree,Strongly agree,0.67,0.484,0.2384,1.0099,485.6753,445.1706,478.6649,452.181,429.5918
United Arab Emirates,Female,Strongly disagree,Strongly agree,0.67,0.0505,0.3058,0.2492,358.0075,286.3452,334.6394,378.2599,282.4505
United Arab Emirates,Female,Strongly disagree,Strongly disagree,-0.84,2.9734,1.6179,1.0099,278.4001,316.568,240.2321,304.8839,265.1581
United Arab Emirates,Female,Strongly agree,Strongly agree,-1.06,-0.0983,0.494,0.3536,573.929,541.2136,556.7923,506.9403,522.5191
United Arab Emirates,Female,Agree,Agree,1.42,0.2299,0.537,0.4759,333.5488,331.212,309.4018,303.1703,254.0972
United Arab Emirates,Female,Strongly disagree,Strongly disagree,3.09,-2.8224,-0.7292,0.0111,423.8277,428.5013,394.2281,399.6806,408.2489
United Arab Emirates,Female,Disagree,Agree,0.67,-0.0983,0.2717,1.0099,501.0983,567.308,536.1505,575.0974,522.9086
United Arab Emirates,Female,Strongly agree,Strongly agree,0.37,-0.1679,-0.2061,-0.2757,337.5214,389.7102,404.51,347.6476,395.1628
United Arab Emirates,Female,Agree,Agree,3.09,-1.3537,-1.2488,-2.0157,352.2433,383.4008,367.0432,377.1693,375.6115
United Arab Emirates,Female,Agree,Strongly agree,0.67,0.484,0.8023,1.0099,417.1288,452.181,449.8442,419.4656,451.4021
United Arab Emirates,Female,Agree,Strongly agree,1.42,0.9208,0.5827,1.8217,490.8942,497.1257,535.2937,498.6836,477.6523
United Arab Emirates,Female,Agree,Strongly agree,1.42,2.9734,0.4532,1.0099,421.6467,427.8782,383.4787,434.8886,411.5205
United Arab Emirates,Female,Strongly disagree,Disagree,-0.61,-1.3537,-3.0674,-0.8079,367.8221,398.9796,419.23199999999997,409.1058,389.6323
United Arab Emirates,Female,Agree,Strongly agree,1.0,0.9208,0.5827,0.1593,545.342,546.1209,556.2471,573.3837,532.1
United Arab Emirates,Female,Disagree,Agree,1.42,0.9208,0.4142,-0.1113,497.5931,485.909,498.37199999999996,475.7828,456.3094
United Arab Emirates,Female,Strongly agree,Strongly agree,1.99,-0.3798,0.1731,-0.1673,355.0475,355.0475,330.9005,294.2904,347.2581
United Arab Emirates,Female,Disagree,Disagree,3.09,-2.8224,-0.623,-1.0029,427.9561,449.7663,427.1771,449.7663,434.9665
United Arab Emirates,Female,Disagree,Agree,1.42,-0.237,0.5827,-0.1113,416.1162,398.9796,409.8847,349.9065,363.9274
United Arab Emirates,Female,Agree,Agree,1.0,-0.3069,0.0442,-0.8079,440.5749,451.48,533.2684,402.4069,437.4591
